Lfd. Nr.;Tatzeit;Tatort;TV1;Phänomenbereich;Zähldelikt;Bezeichnung;Betroffene Partei
355;23.02.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
356;23.02.2020;Veitsbronn;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD
357;23.02.2020;Schmidgaden;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
358;23.02.2020;Eichenau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
359;23.02.2020;Freystadt;0;Links;§ 185 StGB;Beleidigung;CSU
360;24.02.2020;Wörth;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, SPD
361;24.02.2020;Großwallstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
362;24.02.2020;Arzberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
363;24.02.2020;Unterschleißheim;0;Links;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, AfD
364;24.02.2020;Unterschleißheim;0;Links;§ 303 StGB;Sachbeschädigung;AfD
365;24.02.2020;Bad Aibling;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
366;24.02.2020;Krailling;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei
367;24.02.2020;Weilheim;3;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD
368;24.02.2020;Bamberg;0;Links;§ 303 StGB;Sachbeschädigung;CSU
369;24.02.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
370;24.02.2020;Schonungen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
371;24.02.2020;Neustadt;0;Links;§ 242 StGB;Diebstahl;AfD
372;24.02.2020;Hergensweiler;0;Links;§ 303 StGB;Sachbeschädigung;AfD
373;24.02.2020;Motten;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
374;24.02.2020;Hamburg;0;Links;§ 242 StGB;Diebstahl;AfD
375;24.02.2020;Bautzen;0;Rechts;§ 242 StGB;Diebstahl;Die Linke
376;25.02.2020;Weilbach;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
377;25.02.2020;Prien;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD
378;25.02.2020;Bruckmühl;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
379;25.02.2020;Waiting;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
380;25.02.2020;Geretsried;1;Links;§ 303 StGB;Sachbeschädigung;AfD
381;25.02.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
382;25.02.2020;Sandberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
383;25.02.2020;Lohr;0;Links;§ 303 StGB;Sachbeschädigung;AfD
384;26.02.2020;Weilheim;0;Nicht zuzuordnen;§ 304 StGB;Gemeinschädliche Sachbeschädigung;Bündnis 90/Die Grünen
385;26.02.2020;Aying;0;Links;§ 303 StGB;Sachbeschädigung;AfD
386;26.02.2020;Bad Wörishofen;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;keine Angabe
387;26.02.2020;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei
388;26.02.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
389;26.02.2020;Weißensberg;0;Links;§ 242 StGB;Diebstahl;AfD
390;26.02.2020;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei
391;26.02.2020;Bad Kissingen;0;Links;§ 303 StGB;Sachbeschädigung;AfD
392;26.02.2020;Neufahrn;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD
393;26.02.2020;Nittendorf;0;Links;§ 303 StGB;Sachbeschädigung;AfD
394;26.02.2020;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
395;26.02.2020;Hamburg;0;Links;§ 86a StGB;Volksverhetzung;AfD
396;27.02.2020;Krailling;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei
397;27.02.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
398;27.02.2020;Aschau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
399;27.02.2020;Schönsee;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
400;27.02.2020;Emmering;0;Rechts;§ 86a StGB;Volksverhetzung;Die Linke
401;27.02.2020;Ebern;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;keine Angabe
402;27.02.2020;Hameln;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
403;28.02.2020;Schwandorf;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Sonstige Partei
404;28.02.2020;Aschau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
405;28.02.2020;Aying;0;Links;§ 303 StGB;Sachbeschädigung;AfD
406;28.02.2020;Veitshöchheim;3;Links;§ 242 StGB;Diebstahl;AfD
407;28.02.2020;Hamburg;1;Links;§ 303 StGB;Sachbeschädigung;AfD
408;29.02.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
409;29.02.2020;Weyarn;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
410;29.02.2020;Marktschorgast;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
411;29.02.2020;Schwarzenfeld;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
412;29.02.2020;Kempten;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
413;29.02.2020;Petershausen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
414;29.02.2020;Leipzig;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CDU
415;01.03.2020;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
416;01.03.2020;Egling;0;Rechts;§ 86a StGB;Volksverhetzung;Sonstige Partei
417;01.03.2020;Wenzenbach;0;Links;§ 303 StGB;Sachbeschädigung;AfD
418;01.03.2020;Hagelstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
419;01.03.2020;Gilching;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
420;01.03.2020;Dießen;0;Rechts;§ 86a StGB;Volksverhetzung;Bündnis 90/Die Grünen
421;01.03.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
422;01.03.2020;Bad Aibling;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD
423;01.03.2020;Schierling;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
424;01.03.2020;München;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD
425;01.03.2020;Nürnberg;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
426;01.03.2020;München;0;Links;§ 303 StGB;Sachbeschädigung;CSU
427;01.03.2020;Aying;0;Links;§ 303 StGB;Sachbeschädigung;AfD
428;01.03.2020;Möhrendorf;0;Rechts;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
429;01.03.2020;Planegg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD
430;01.03.2020;Nürnberg;0;Links;§ 242 StGB;Diebstahl;AfD
431;01.03.2020;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
432;01.03.2020;Tirschenreuth;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
433;02.03.2020;Würzburg;0;Links;§ 303 StGB;Sachbeschädigung;CSU
434;02.03.2020;Nürnberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
435;02.03.2020;Seefeld;0;Rechts;§ 86a StGB;Volksverhetzung;Sonstige Partei
436;02.03.2020;Seefeld;0;Rechts;§ 86a StGB;Volksverhetzung;CSU
437;02.03.2020;München;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
438;02.03.2020;Ansbach;0;Links;§ 303 StGB;Sachbeschädigung;AfD
439;02.03.2020;Wiesau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
440;02.03.2020;Schwabach;0;Links;§ 303 StGB;Sachbeschädigung;Sonstige Partei
441;02.03.2020;Neuburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
442;02.03.2020;Neuburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
443;02.03.2020;Nüdlingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
444;02.03.2020;Hallstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;SPD
445;02.03.2020;Lonnerstadt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
446;03.03.2020;Brandenburg;2;Links;§ 243 StGB;Besonders schwerer Fall des Diebstahls;AfD
447;03.03.2020;Erlangen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
448;03.03.2020;Nürnberg;2;Links;§ 303 StGB;Sachbeschädigung;AfD
449;03.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
450;03.03.2020;Schweinfurt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
451;03.03.2020;Schweinfurt;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
452;03.03.2020;München;0;Links;§ 303 StGB;Sachbeschädigung;SPD
453;03.03.2020;Planegg;0;Links;§ 243 StGB;Besonders schwerer Fall des Diebstahls;Bündnis 90/Die Grünen
454;03.03.2020;Bamberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU, Sonstige Partei, SPD
455;04.03.2020;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
456;04.03.2020;Ingolstadt;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;AfD
457;04.03.2020;Unterhaching;0;Links;§ 303 StGB;Sachbeschädigung;AfD
458;04.03.2020;Lindau;1;Rechts;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen
459;04.03.2020;Dießen;0;Links;§ 242 StGB;Diebstahl;AfD
460;04.03.2020;München;0;Nicht zuzuordnen;§ 241 StGB;Bedrohung;keine Angabe
461;05.03.2020;Leupoldsgrün;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;FDP
462;05.03.2020;Schierling;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
463;05.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
464;05.03.2020;Planegg;0;Nicht zuzuordnen;§ 243 StGB;Besonders schwerer Fall des Diebstahls;Bündnis 90/Die Grünen
465;05.03.2020;Würzburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
466;06.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
467;06.03.2020;Lindau;0;Links;§ 303 StGB;Sachbeschädigung;AfD
468;06.03.2020;München;0;Links;§ 303 StGB;Sachbeschädigung;AfD
469;06.03.2020;München;0;Links;§ 303 StGB;Sachbeschädigung;AfD
470;06.03.2020;Freising;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
471;06.03.2020;Bamberg;0;Rechts;§ 86a StGB;Volksverhetzung;CSU
472;06.03.2020;Bamberg;0;Links;§ 303 StGB;Sachbeschädigung;CSU
473;06.03.2020;Bamberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
474;06.03.2020;Bamberg;0;Links;§ 303 StGB;Sachbeschädigung;CSU
475;06.03.2020;Prien;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;Bündnis 90/Die Grünen
476;06.03.2020;Bamberg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
477;06.03.2020;Hameln;0;Rechts;§ 303 StGB;Sachbeschädigung;SPD
478;07.03.2020;Landsberg;0;Links;§ 242 StGB;Diebstahl;AfD
479;07.03.2020;Augsburg;0;Rechts;§ 86a StGB;Volksverhetzung;FDP
480;07.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
481;07.03.2020;Kaufbeuren;0;Rechts;§ 86a StGB;Volksverhetzung;CSU
482;07.03.2020;Unterschleißheim;1;Links;§ 303 StGB;Sachbeschädigung;AfD
483;07.03.2020;Bad Windsheim;0;Nicht zuzuordnen;§ 86a StGB;Volksverhetzung;CSU
484;07.03.2020;München;0;Links;§ 303 StGB;Sachbeschädigung;AfD
485;08.03.2020;Wolfratshausen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
486;08.03.2020;Weilheim;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen
487;08.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
488;08.03.2020;München;0;Links;§ 303 StGB;Sachbeschädigung;AfD
489;08.03.2020;Aying;0;Links;§ 303 StGB;Sachbeschädigung;AfD
490;08.03.2020;Uehlfeld;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
491;08.03.2020;Garching;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD
492;08.03.2020;Garching;3;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;AfD
493;08.03.2020;Marktbergei;0;Links;§ 303 StGB;Sachbeschädigung;CSU
494;08.03.2020;Bamberg;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CSU
495;09.03.2020;Mittenwald;0;Nicht zuzuordnen;§ 242 StGB;Diebstahl;CSU
496;09.03.2020;Bad Steben;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
497;09.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
498;09.03.2020;Theilheim;0;Rechts;§ 86a StGB;Volksverhetzung;Sonstige Partei
499;10.03.2020;Ansbach;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei
500;10.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
501;10.03.2020;Nürnberg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
502;10.03.2020;Kemnath;0;Rechts;§ 86a StGB;Volksverhetzung;SPD
503;11.03.2020;Nürnberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Die Linke
504;11.03.2020;Freystadt;0;Nicht zuzuordnen;§ 185 StGB;Beleidigung;CSU
505;11.03.2020;Gelsenkirchen;0;Ausländische Ideologie;§ 303 StGB;Sachbeschädigung;Sonstige Partei
506;12.03.2020;Nürnberg;0;Religiöse Ideologie;§ 303 StGB;Sachbeschädigung;Die Linke
507;12.03.2020;Gochsheim;0;Rechts;§ 86a StGB;Volksverhetzung;SPD
508;12.03.2020;Aying;0;Links;§ 243 StGB;Besonders schwerer Fall des Diebstahls;AfD
509;12.03.2020;Fürstenfeldbruck;0;Rechts;§ 303 StGB;Sachbeschädigung;FDP
510;12.03.2020;Kempten;1;Links;§ 303 StGB;Sachbeschädigung;AfD
511;12.03.2020;Taucha;0;Links;§ 242 StGB;Diebstahl;AfD
512;13.03.2020;Füssen;0;Links;§ 303 StGB;Sachbeschädigung;AfD
513;13.03.2020;München;0;Rechts;§ 130 StGB;Volksverhetzung;Sonstige Partei
514;13.03.2020;Schwarzenfeld;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
515;14.03.2020;Alzenau;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
516;14.03.2020;Moosburg;0;Links;§ 242 StGB;Diebstahl;AfD
517;14.03.2020;Bamberg;0;Rechts;§ 303 StGB;Sachbeschädigung;Sonstige Partei
518;15.03.2020;Pilsach;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
519;15.03.2020;München;0;Links;§ 86a StGB;Volksverhetzung;AfD
520;15.03.2020;München;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Die Linke
521;15.03.2020;Grafing;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
522;15.03.2020;Memmingen;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Sonstige Partei, SPD
523;15.03.2020;Grafing;1;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;Bündnis 90/Die Grünen, Die Linke, FDP
524;16.03.2020;Regensburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
525;16.03.2020;Regensburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
526;16.03.2020;Regensburg;0;Nicht zuzuordnen;§ 303 StGB;Sachbeschädigung;CSU
527;16.03.2020;Regensburg;0;Links;§ 303 StGB;Sachbeschädigung;AfD
528;16.03.2020;Landsberg;0;Links;§ 242 StGB;Diebstahl;AfD
529;17.03.2020;Aying;0;Links;§ 303 StGB;Sachbeschädigung;AfD
530;18.03.2020;Memmingen;2;Nicht zuzuordnen;§ 242 StGB;Diebstahl;SPD
531;18.03.2020;Lindau;0;Links;§ 241 StGB;Bedrohung;AfD
532;18.03.2020;Lindau;0;Links;§ 241 StGB;Bedrohung;AfD
